"nombre","apellidos","dniNie","telefono","birthDate","courseName"
"Daniel","Castro Cruz","56196742Z","620120546","2010-07-15","3ESO-2"
"Paula","Ortega Navarro","56296733R","620120879","2011-10-22","3ESO-3"
"Adrián","Pérez Ortega","56396724B","620121212","2012-01-01","3ESO-4"
"Lucía","Torres Romero","56496715K","620121545","2009-04-08","4ESO-1"
"Hugo","Herrera Serrano","56596706P","620121878","2010-07-15","4ESO-2"
"Mía","Delgado Pérez","56696697H","620122211","2011-10-22","4ESO-3"
"Marcos","Fernández Blanco","56796688M","620122544","2012-01-01","4ESO-4"
"Valeria","Ruiz Mora","56896679S","620122877","2009-04-08","1BACH-1"
"Óscar","Cabrera Torres","56996670W","620123210","2010-07-15","1BACH-2"
"Sara","Martínez Fuentes","57096661N","620123543","2011-10-22","1BACH-3"
"Alejandro","Álvarez Díaz","57196652E","620123876","2012-01-01","2BACH-1"
"Emma","Suárez Herrera","57296643D","620124209","2009-04-08","2BACH-2"
"Martín","Vázquez Sánchez","57396634L","620124542","2010-07-15","2BACH-3"
"Claudia","González Molina","57496625Y","620124875","2011-10-22","1ESO-1"
"Sergio","Navarro Delgado","57596616Q","620125208","2012-01-01","1ESO-2"
"Noa","Serrano Jiménez","57696607A","620125541","2009-04-08","1ESO-3"
"Diego","Mora Flores","57796598J","620125874","2010-07-15","1ESO-4"
"Alba","Díaz Fernández","57896589T","620126207","2011-10-22","2ESO-1"
"Iván","Molina Vargas","57996580X","620126540","2012-01-01","2ESO-2"
"Irene","Flores López","58096571C","620126873","2009-04-08","2ESO-3"
"Rafael","López Ruiz","58196562F","620127206","2010-07-15","2ESO-4"
"Leire","Gutiérrez Reyes","58296553V","620127539","2011-10-22","3ESO-1"
"Rubén","Ramos Gutiérrez","58396544G","620127872","2012-01-01","3ESO-2"
"Marina","Muñoz Cabrera","58496535Z","620128205","2009-04-08","3ESO-3"
"Gonzalo","Rodríguez Gómez","58596526R","620128538","2010-07-15","3ESO-4"
"Carla","Domínguez Ramos","58696517B","620128871","2011-10-22","4ESO-1"
"Raúl","Medina Martínez","58796508K","620129204","2012-01-01","4ESO-2"
"Inés","Cruz Moreno","58896499P","620129537","2009-04-08","4ESO-3"
"Alberto","Romero Muñoz","58996490H","620129870","2010-07-15","4ESO-4"
"Sofía","Blanco Álvarez","59096481M","620130203","2011-10-22","1BACH-1"
"Daniel","Fuentes Santos","59196472S","620130536","2012-01-01","1BACH-2"
"Paula","Sánchez Rodríguez","59296463W","620130869","2009-04-08","1BACH-3"
"Adrián","Jiménez Suárez","59396454N","620131202","2010-07-15","2BACH-1"
"Lucía","Vargas García","59496445E","620131535","2011-10-22","2BACH-2"
"Hugo","Reyes Domínguez","59596436D","620131868","2012-01-01","2BACH-3"
"Mía","Gómez Vázquez","59696427L","620132201","2009-04-08","1ESO-1"
"Marcos","Moreno Alonso","59796418Y","620132534","2010-07-15","1ESO-2"
"Valeria","Santos Medina","59896409Q","620132867","2011-10-22","1ESO-3"
"Óscar","García González","59996400A","620133200","2012-01-01","1ESO-4"
"Sara","Alonso Castro","60096391J","620133533","2009-04-08","2ESO-1"
"Alejandro","Castro Cruz","60196382T","620133866","2010-07-15","2ESO-2"
"Emma","Ortega Navarro","60296373X","620134199","2011-10-22","2ESO-3"
"Martín","Pérez Ortega","60396364C","620134532","2012-01-01","2ESO-4"
"Claudia","Torres Romero","60496355F","620134865","2009-04-08","3ESO-1"
"Sergio","Herrera Serrano","60596346V","620135198","2010-07-15","3ESO-2"
"Noa","Delgado Pérez","60696337G","620135531","2011-10-22","3ESO-3"
"Diego","Fernández Blanco","60796328Z","620135864","2012-01-01","3ESO-4"
"Alba","Ruiz Mora","60896319R","620136197","2009-04-08","4ESO-1"
"Iván","Cabrera Torres","60996310B","620136530","2010-07-15","4ESO-2"
"Irene","Martínez Fuentes","61096301K","620136863","2011-10-22","4ESO-3"
"Rafael","Álvarez Díaz","61196292P","620137196","2012-01-01","4ESO-4"
"Leire","Suárez Herrera","61296283H","620137529","2009-04-08","1BACH-1"
"Rubén","Vázquez Sánchez","61396274M","620137862","2010-07-15","1BACH-2"
"Marina","González Molina","61496265S","620138195","2011-10-22","1BACH-3"
"Gonzalo","Navarro Delgado","61596256W","620138528","2012-01-01","2BACH-1"
"Carla","Serrano Jiménez","61696247N","620138861","2009-04-08","2BACH-2"
"Raúl","Mora Flores","61796238E","620139194","2010-07-15","2BACH-3"
"Inés","Díaz Fernández","61896229D","620139527","2011-10-22","1ESO-1"
"Alberto","Molina Vargas","61996220L","620139860","2012-01-01","1ESO-2"
"Sofía","Flores López","62096211Y","620140193","2009-04-08","1ESO-3"
"Daniel","López Ruiz","62196202Q","620140526","2010-07-15","1ESO-4"
"Paula","Gutiérrez Reyes","62296193A","620140859","2011-10-22","2ESO-1"
"Adrián","Ramos Gutiérrez","62396184J","620141192","2012-01-01","2ESO-2"
"Lucía","Muñoz Cabrera","62496175T","620141525","2009-04-08","2ESO-3"
"Hugo","Rodríguez Gómez","62596166X","620141858","2010-07-15","2ESO-4"
"Mía","Domínguez Ramos","62696157C","620142191","2011-10-22","3ESO-1"
"Marcos","Medina Martínez","62796148F","620142524","2012-01-01","3ESO-2"
"Valeria","Cruz Moreno","62896139V","620142857","2009-04-08","3ESO-3"
"Óscar","Romero Muñoz","62996130G","620143190","2010-07-15","3ESO-4"
"Sara","Blanco Álvarez","63096121Z","620143523","2011-10-22","4ESO-1"
"Alejandro","Fuentes Santos","63196112R","620143856","2012-01-01","4ESO-2"
"Emma","Sánchez Rodríguez","63296103B","620144189","2009-04-08","4ESO-3"
"Martín","Jiménez Suárez","63396094K","620144522","2010-07-15","4ESO-4"
"Claudia","Vargas García","63496085P","620144855","2011-10-22","1BACH-1"
"Sergio","Reyes Domínguez","63596076H","620145188","2012-01-01","1BACH-2"
"Noa","Gómez Vázquez","63696067M","620145521","2009-04-08","1BACH-3"
"Diego","Moreno Alonso","63796058S","620145854","2010-07-15","2BACH-1"
"Alba","Santos Medina","63896049W","620146187","2011-10-22","2BACH-2"
"Iván","García González","63996040N","620146520","2012-01-01","2BACH-3"
"Irene","Alonso Castro","64096031E","620146853","2009-04-08","1ESO-1"
"Rafael","Castro Cruz","64196022D","620147186","2010-07-15","1ESO-2"
"Leire","Ortega Navarro","64296013L","620147519","2011-10-22","1ESO-3"
"Rubén","Pérez Ortega","64396004Y","620147852","2012-01-01","1ESO-4"
"Marina","Torres Romero","64495995Q","620148185","2009-04-08","2ESO-1"
"Gonzalo","Herrera Serrano","64595986A","620148518","2010-07-15","2ESO-2"
"Carla","Delgado Pérez","64695977J","620148851","2011-10-22","2ESO-3"
"Raúl","Fernández Blanco","64795968T","620149184","2012-01-01","2ESO-4"
"Inés","Ruiz Mora","64895959X","620149517","2009-04-08","3ESO-1"
"Alberto","Cabrera Torres","64995950C","620149850","2010-07-15","3ESO-2"
"Sofía","Martínez Fuentes","65095941F","620150183","2011-10-22","3ESO-3"
"Daniel","Álvarez Díaz","65195932V","620150516","2012-01-01","3ESO-4"
"Paula","Suárez Herrera","65295923G","620150849","2009-04-08","4ESO-1"
"Adrián","Vázquez Sánchez","65395914Z","620151182","2010-07-15","4ESO-2"
"Lucía","González Molina","65495905R","620151515","2011-10-22","4ESO-3"
"Hugo","Navarro Delgado","65595896B","620151848","2012-01-01","4ESO-4"
"Mía","Serrano Jiménez","65695887K","620152181","2009-04-08","1BACH-1"
"Marcos","Mora Flores","65795878P","620152514","2010-07-15","1BACH-2"
"Valeria","Díaz Fernández","65895869H","620152847","2011-10-22","1BACH-3"
"Óscar","Molina Vargas","65995860M","620153180","2012-01-01","2BACH-1"
"Sara","Flores López","66095851S","620153513","2009-04-08","2BACH-2"
"Alejandro","López Ruiz","66195842W","620153846","2010-07-15","2BACH-3"
"Emma","Gutiérrez Reyes","66295833N","620154179","2011-10-22","1ESO-1"
"Martín","Ramos Gutiérrez","66395824E","620154512","2012-01-01","1ESO-2"
"Claudia","Muñoz Cabrera","66495815D","620154845","2009-04-08","1ESO-3"
"Sergio","Rodríguez Gómez","66595806L","620155178","2010-07-15","1ESO-4"
"Noa","Domínguez Ramos","66695797Y","620155511","2011-10-22","2ESO-1"
"Diego","Medina Martínez","66795788Q","620155844","2012-01-01","2ESO-2"
"Alba","Cruz Moreno","66895779A","620156177","2009-04-08","2ESO-3"
"Iván","Romero Muñoz","66995770J","620156510","2010-07-15","2ESO-4"
"Irene","Blanco Álvarez","67095761T","620156843","2011-10-22","3ESO-1"
"Rafael","Fuentes Santos","67195752X","620157176","2012-01-01","3ESO-2"
"Leire","Sánchez Rodríguez","67295743C","620157509","2009-04-08","3ESO-3"
"Rubén","Jiménez Suárez","67395734F","620157842","2010-07-15","3ESO-4"
"Marina","Vargas García","67495725V","620158175","2011-10-22","4ESO-1"
"Gonzalo","Reyes Domínguez","67595716G","620158508","2012-01-01","4ESO-2"
"Carla","Gómez Vázquez","67695707Z","620158841","2009-04-08","4ESO-3"
"Raúl","Moreno Alonso","67795698R","620159174","2010-07-15","4ESO-4"
"Inés","Santos Medina","67895689B","620159507","2011-10-22","1BACH-1"
"Alberto","García González","67995680K","620159840","2012-01-01","1BACH-2"
"Sofía","Alonso Castro","68095671P","620160173","2009-04-08","1BACH-3"
"Daniel","Castro Cruz","68195662H","620160506","2010-07-15","2BACH-1"
"Paula","Ortega Navarro","68295653M","620160839","2011-10-22","2BACH-2"
"Adrián","Pérez Ortega","68395644S","620161172","2012-01-01","2BACH-3"
"Lucía","Torres Romero","68495635W","620161505","2009-04-08","1ESO-1"
"Hugo","Herrera Serrano","68595626N","620161838","2010-07-15","1ESO-2"
"Mía","Delgado Pérez","68695617E","620162171","2011-10-22","1ESO-3"
"Marcos","Fernández Blanco","68795608D","620162504","2012-01-01","1ESO-4"
"Valeria","Ruiz Mora","68895599L","620162837","2009-04-08","2ESO-1"
"Óscar","Cabrera Torres","68995590Y","620163170","2010-07-15","2ESO-2"
"Sara","Martínez Fuentes","69095581Q","620163503","2011-10-22","2ESO-3"
"Alejandro","Álvarez Díaz","69195572A","620163836","2012-01-01","2ESO-4"
"Emma","Suárez Herrera","69295563J","620164169","2009-04-08","3ESO-1"
"Martín","Vázquez Sánchez","69395554T","620164502","2010-07-15","3ESO-2"
"Claudia","González Molina","69495545X","620164835","2011-10-22","3ESO-3"
"Sergio","Navarro Delgado","69595536C","620165168","2012-01-01","3ESO-4"
"Noa","Serrano Jiménez","69695527F","620165501","2009-04-08","4ESO-1"
"Diego","Mora Flores","69795518V","620165834","2010-07-15","4ESO-2"
"Alba","Díaz Fernández","69895509G","620166167","2011-10-22","4ESO-3"
"Iván","Molina Vargas","69995500Z","620166500","2012-01-01","4ESO-4"
"Irene","Flores López","70095491R","620166833","2009-04-08","1BACH-1"
"Rafael","López Ruiz","70195482B","620167166","2010-07-15","1BACH-2"
"Leire","Gutiérrez Reyes","70295473K","620167499","2011-10-22","1BACH-3"
"Rubén","Ramos Gutiérrez","70395464P","620167832","2012-01-01","2BACH-1"
"Marina","Muñoz Cabrera","70495455H","620168165","2009-04-08","2BACH-2"
"Gonzalo","Rodríguez Gómez","70595446M","620168498","2010-07-15","2BACH-3"
"Carla","Domínguez Ramos","70695437S","620168831","2011-10-22","1ESO-1"
"Raúl","Medina Martínez","70795428W","620169164","2012-01-01","1ESO-2"
"Inés","Cruz Moreno","70895419N","620169497","2009-04-08","1ESO-3"
"Alberto","Romero Muñoz","70995410E","620169830","2010-07-15","1ESO-4"
"Sofía","Blanco Álvarez","71095401D","620170163","2011-10-22","2ESO-1"
"Daniel","Fuentes Santos","71195392L","620170496","2012-01-01","2ESO-2"
"Paula","Sánchez Rodríguez","71295383Y","620170829","2009-04-08","2ESO-3"
"Adrián","Jiménez Suárez","71395374Q","620171162","2010-07-15","2ESO-4"
"Lucía","Vargas García","71495365A","620171495","2011-10-22","3ESO-1"
"Hugo","Reyes Domínguez","71595356J","620171828","2012-01-01","3ESO-2"
"Mía","Gómez Vázquez","71695347T","620172161","2009-04-08","3ESO-3"
"Marcos","Moreno Alonso","71795338X","620172494","2010-07-15","3ESO-4"
"Valeria","Santos Medina","71895329C","620172827","2011-10-22","4ESO-1"
"Óscar","García González","71995320F","620173160","2012-01-01","4ESO-2"
"Sara","Alonso Castro","72095311V","620173493","2009-04-08","4ESO-3"
"Alejandro","Castro Cruz","72195302G","620173826","2010-07-15","4ESO-4"
"Emma","Ortega Navarro","72295293Z","620174159","2011-10-22","1BACH-1"
"Martín","Pérez Ortega","72395284R","620174492","2012-01-01","1BACH-2"
"Claudia","Torres Romero","72495275B","620174825","2009-04-08","1BACH-3"
"Sergio","Herrera Serrano","72595266K","620175158","2010-07-15","2BACH-1"
"Noa","Delgado Pérez","72695257P","620175491","2011-10-22","2BACH-2"
"Diego","Fernández Blanco","72795248H","620175824","2012-01-01","2BACH-3"
"Alba","Ruiz Mora","72895239M","620176157","2009-04-08","1ESO-1"
"Iván","Cabrera Torres","72995230S","620176490","2010-07-15","1ESO-2"
"Irene","Martínez Fuentes","73095221W","620176823","2011-10-22","1ESO-3"
"Rafael","Álvarez Díaz","73195212N","620177156","2012-01-01","1ESO-4"
"Leire","Suárez Herrera","73295203E","620177489","2009-04-08","2ESO-1"
"Rubén","Vázquez Sánchez","73395194D","620177822","2010-07-15","2ESO-2"
"Marina","González Molina","73495185L","620178155","2011-10-22","2ESO-3"
"Gonzalo","Navarro Delgado","73595176Y","620178488","2012-01-01","2ESO-4"
"Carla","Serrano Jiménez","73695167Q","620178821","2009-04-08","3ESO-1"
"Raúl","Mora Flores","73795158A","620179154","2010-07-15","3ESO-2"
"Inés","Díaz Fernández","73895149J","620179487","2011-10-22","3ESO-3"
"Alberto","Molina Vargas","73995140T","620179820","2012-01-01","3ESO-4"
"Sofía","Flores López","74095131X","620180153","2009-04-08","4ESO-1"
"Daniel","López Ruiz","74195122C","620180486","2010-07-15","4ESO-2"
"Paula","Gutiérrez Reyes","74295113F","620180819","2011-10-22","4ESO-3"
"Adrián","Ramos Gutiérrez","74395104V","620181152","2012-01-01","4ESO-4"
"Lucía","Muñoz Cabrera","74495095G","620181485","2009-04-08","1BACH-1"
"Hugo","Rodríguez Gómez","74595086Z","620181818","2010-07-15","1BACH-2"
"Mía","Domínguez Ramos","74695077R","620182151","2011-10-22","1BACH-3"
"Marcos","Medina Martínez","74795068B","620182484","2012-01-01","2BACH-1"
"Valeria","Cruz Moreno","74895059K","620182817","2009-04-08","2BACH-2"
"Óscar","Romero Muñoz","74995050P","620183150","2010-07-15","2BACH-3"
"Sara","Blanco Álvarez","75095041H","620183483","2011-10-22","1ESO-1"
"Alejandro","Fuentes Santos","75195032M","620183816","2012-01-01","1ESO-2"
"Emma","Sánchez Rodríguez","75295023S","620184149","2009-04-08","1ESO-3"
"Martín","Jiménez Suárez","75395014W","620184482","2010-07-15","1ESO-4"
"Claudia","Vargas García","75495005N","620184815","2011-10-22","2ESO-1"
"Sergio","Reyes Domínguez","75594996E","620185148","2012-01-01","2ESO-2"
"Noa","Gómez Vázquez","75694987D","620185481","2009-04-08","2ESO-3"
"Diego","Moreno Alonso","75794978L","620185814","2010-07-15","2ESO-4"
"Alba","Santos Medina","75894969Y","620186147","2011-10-22","3ESO-1"
"Iván","García González","75994960Q","620186480","2012-01-01","3ESO-2"
"Irene","Alonso Castro","76094951A","620186813","2009-04-08","3ESO-3"
"Rafael","Castro Cruz","76194942J","620187146","2010-07-15","3ESO-4"
"Leire","Ortega Navarro","76294933T","620187479","2011-10-22","4ESO-1"
"Rubén","Pérez Ortega","76394924X","620187812","2012-01-01","4ESO-2"
"Marina","Torres Romero","76494915C","620188145","2009-04-08","4ESO-3"
"Gonzalo","Herrera Serrano","76594906F","620188478","2010-07-15","4ESO-4"
"Carla","Delgado Pérez","76694897V","620188811","2011-10-22","1BACH-1"
"Raúl","Fernández Blanco","76794888G","620189144","2012-01-01","1BACH-2"
"Inés","Ruiz Mora","76894879Z","620189477","2009-04-08","1BACH-3"
"Alberto","Cabrera Torres","76994870R","620189810","2010-07-15","2BACH-1"
"Sofía","Martínez Fuentes","77094861B","620190143","2011-10-22","2BACH-2"
"Daniel","Álvarez Díaz","77194852K","620190476","2012-01-01","2BACH-3"
"Paula","Suárez Herrera","77294843P","620190809","2009-04-08","1ESO-1"
"Adrián","Vázquez Sánchez","77394834H","620191142","2010-07-15","1ESO-2"
"Lucía","González Molina","77494825M","620191475","2011-10-22","1ESO-3"
"Hugo","Navarro Delgado","77594816S","620191808","2012-01-01","1ESO-4"
"Mía","Serrano Jiménez","77694807W","620192141","2009-04-08","2ESO-1"
"Marcos","Mora Flores","77794798N","620192474","2010-07-15","2ESO-2"
"Valeria","Díaz Fernández","77894789E","620192807","2011-10-22","2ESO-3"
"Óscar","Molina Vargas","77994780D","620193140","2012-01-01","2ESO-4"
"Sara","Flores López","78094771L","620193473","2009-04-08","3ESO-1"
"Alejandro","López Ruiz","78194762Y","620193806","2010-07-15","3ESO-2"
"Emma","Gutiérrez Reyes","78294753Q","620194139","2011-10-22","3ESO-3"
"Martín","Ramos Gutiérrez","78394744A","620194472","2012-01-01","3ESO-4"
"Claudia","Muñoz Cabrera","78494735J","620194805","2009-04-08","4ESO-1"
"Sergio","Rodríguez Gómez","78594726T","620195138","2010-07-15","4ESO-2"
"Noa","Domínguez Ramos","78694717X","620195471","2011-10-22","4ESO-3"
"Diego","Medina Martínez","78794708C","620195804","2012-01-01","4ESO-4"
"Alba","Cruz Moreno","78894699F","620196137","2009-04-08","1BACH-1"
"Iván","Romero Muñoz","78994690V","620196470","2010-07-15","1BACH-2"
"Irene","Blanco Álvarez","79094681G","620196803","2011-10-22","1BACH-3"
"Rafael","Fuentes Santos","79194672Z","620197136","2012-01-01","2BACH-1"
"Leire","Sánchez Rodríguez","79294663R","620197469","2009-04-08","2BACH-2"
"Rubén","Jiménez Suárez","79394654B","620197802","2010-07-15","2BACH-3"
"Marina","Vargas García","79494645K","620198135","2011-10-22","1ESO-1"
"Gonzalo","Reyes Domínguez","79594636P","620198468","2012-01-01","1ESO-2"
"Carla","Gómez Vázquez","79694627H","620198801","2009-04-08","1ESO-3"
"Raúl","Moreno Alonso","79794618M","620199134","2010-07-15","1ESO-4"
"Inés","Santos Medina","79894609S","620199467","2011-10-22","2ESO-1"
"Alberto","García González","79994600W","620199800","2012-01-01","2ESO-2"
"Sofía","Alonso Castro","80094591N","620200133","2009-04-08","2ESO-3"
"Daniel","Castro Cruz","80194582E","620200466","2010-07-15","2ESO-4"
"Paula","Ortega Navarro","80294573D","620200799","2011-10-22","3ESO-1"
"Adrián","Pérez Ortega","80394564L","620201132","2012-01-01","3ESO-2"
"Lucía","Torres Romero","80494555Y","620201465","2009-04-08","3ESO-3"
"Hugo","Herrera Serrano","80594546Q","620201798","2010-07-15","3ESO-4"
"Mía","Delgado Pérez","80694537A","620202131","2011-10-22","4ESO-1"
"Marcos","Fernández Blanco","80794528J","620202464","2012-01-01","4ESO-2"
"Valeria","Ruiz Mora","80894519T","620202797","2009-04-08","4ESO-3"
"Óscar","Cabrera Torres","80994510X","620203130","2010-07-15","4ESO-4"
"Sara","Martínez Fuentes","81094501C","620203463","2011-10-22","1BACH-1"
"Alejandro","Álvarez Díaz","81194492F","620203796","2012-01-01","1BACH-2"
"Emma","Suárez Herrera","81294483V","620204129","2009-04-08","1BACH-3"
"Martín","Vázquez Sánchez","81394474G","620204462","2010-07-15","2BACH-1"
"Claudia","González Molina","81494465Z","620204795","2011-10-22","2BACH-2"
"Sergio","Navarro Delgado","81594456R","620205128","2012-01-01","2BACH-3"
"Noa","Serrano Jiménez","81694447B","620205461","2009-04-08","1ESO-1"
"Diego","Mora Flores","81794438K","620205794","2010-07-15","1ESO-2"
"Alba","Díaz Fernández","81894429P","620206127","2011-10-22","1ESO-3"
"Iván","Molina Vargas","81994420H","620206460","2012-01-01","1ESO-4"
"Irene","Flores López","82094411M","620206793","2009-04-08","2ESO-1"
"Rafael","López Ruiz","82194402S","620207126","2010-07-15","2ESO-2"
"Leire","Gutiérrez Reyes","82294393W","620207459","2011-10-22","2ESO-3"
"Rubén","Ramos Gutiérrez","82394384N","620207792","2012-01-01","2ESO-4"
"Marina","Muñoz Cabrera","82494375E","620208125","2009-04-08","3ESO-1"
"Gonzalo","Rodríguez Gómez","82594366D","620208458","2010-07-15","3ESO-2"
"Carla","Domínguez Ramos","82694357L","620208791","2011-10-22","3ESO-3"
"Raúl","Medina Martínez","82794348Y","620209124","2012-01-01","3ESO-4"
"Inés","Cruz Moreno","82894339Q","620209457","2009-04-08","4ESO-1"
"Alberto","Romero Muñoz","82994330A","620209790","2010-07-15","4ESO-2"
"Sofía","Blanco Álvarez","83094321J","620210123","2011-10-22","4ESO-3"
"Daniel","Fuentes Santos","83194312T","620210456","2012-01-01","4ESO-4"
"Paula","Sánchez Rodríguez","83294303X","620210789","2009-04-08","1BACH-1"
"Adrián","Jiménez Suárez","83394294C","620211122","2010-07-15","1BACH-2"
"Lucía","Vargas García","83494285F","620211455","2011-10-22","1BACH-3"
"Hugo","Reyes Domínguez","83594276V","620211788","2012-01-01","2BACH-1"
"Mía","Gómez Vázquez","83694267G","620212121","2009-04-08","2BACH-2"
"Marcos","Moreno Alonso","83794258Z","620212454","2010-07-15","2BACH-3"
"Valeria","Santos Medina","83894249R","620212787","2011-10-22","1ESO-1"
"Óscar","García González","83994240B","620213120","2012-01-01","1ESO-2"
"Sara","Alonso Castro","84094231K","620213453","2009-04-08","1ESO-3"
"Alejandro","Castro Cruz","84194222P","620213786","2010-07-15","1ESO-4"
"Emma","Ortega Navarro","84294213H","620214119","2011-10-22","2ESO-1"
"Martín","Pérez Ortega","84394204M","620214452","2012-01-01","2ESO-2"
"Claudia","Torres Romero","84494195S","620214785","2009-04-08","2ESO-3"
"Sergio","Herrera Serrano","84594186W","620215118","2010-07-15","2ESO-4"
"Noa","Delgado Pérez","84694177N","620215451","2011-10-22","3ESO-1"
"Diego","Fernández Blanco","84794168E","620215784","2012-01-01","3ESO-2"
"Alba","Ruiz Mora","84894159D","620216117","2009-04-08","3ESO-3"
"Iván","Cabrera Torres","84994150L","620216450","2010-07-15","3ESO-4"
"Irene","Martínez Fuentes","85094141Y","620216783","2011-10-22","4ESO-1"
"Rafael","Álvarez Díaz","85194132Q","620217116","2012-01-01","4ESO-2"
"Leire","Suárez Herrera","85294123A","620217449","2009-04-08","4ESO-3"
"Rubén","Vázquez Sánchez","85394114J","620217782","2010-07-15","4ESO-4"
"Marina","González Molina","85494105T","620218115","2011-10-22","1BACH-1"
"Gonzalo","Navarro Delgado","85594096X","620218448","2012-01-01","1BACH-2"
"Carla","Serrano Jiménez","85694087C","620218781","2009-04-08","1BACH-3"
"Raúl","Mora Flores","85794078F","620219114","2010-07-15","2BACH-1"
"Inés","Díaz Fernández","85894069V","620219447","2011-10-22","2BACH-2"
"Alberto","Molina Vargas","85994060G","620219780","2012-01-01","2BACH-3"
