"profesorCorreo","estudianteCorreo","asignaturaNombre","cursoNombre","trimestre","tareaNombre","valor"
"javier-blanco-lopez@profesor.juego-02","hugo-navarro-delgado@alumno.juego-02","Matematicas","2ESO-4","3","Evaluacion T3","6.75"
"lucia-medina-torres@profesor.juego-02","hugo-navarro-delgado@alumno.juego-02","Lengua","2ESO-4","1","Evaluacion T1","10.00"
"lucia-medina-torres@profesor.juego-02","hugo-navarro-delgado@alumno.juego-02","Lengua","2ESO-4","2","Evaluacion T2","3.24"
"lucia-medina-torres@profesor.juego-02","hugo-navarro-delgado@alumno.juego-02","Lengua","2ESO-4","3","Evaluacion T3","10.00"
"miguel-munoz-medina@profesor.juego-02","hugo-navarro-delgado@alumno.juego-02","Ingles","2ESO-4","1","Evaluacion T1","4.73"
"miguel-munoz-medina@profesor.juego-02","hugo-navarro-delgado@alumno.juego-02","Ingles","2ESO-4","2","Evaluacion T2","10.00"
"miguel-munoz-medina@profesor.juego-02","hugo-navarro-delgado@alumno.juego-02","Ingles","2ESO-4","3","Evaluacion T3","9.06"
"rosa-lopez-martinez@profesor.juego-02","hugo-navarro-delgado@alumno.juego-02","Fisica","2ESO-4","1","Evaluacion T1","4.97"
"rosa-lopez-martinez@profesor.juego-02","hugo-navarro-delgado@alumno.juego-02","Fisica","2ESO-4","2","Evaluacion T2","3.84"
"rosa-lopez-martinez@profesor.juego-02","hugo-navarro-delgado@alumno.juego-02","Fisica","2ESO-4","3","Evaluacion T3","10.00"
"carlos-diaz-jimenez@profesor.juego-02","hugo-navarro-delgado@alumno.juego-02","Historia","2ESO-4","1","Evaluacion T1","8.61"
"carlos-diaz-jimenez@profesor.juego-02","hugo-navarro-delgado@alumno.juego-02","Historia","2ESO-4","2","Evaluacion T2","5.62"
"carlos-diaz-jimenez@profesor.juego-02","hugo-navarro-delgado@alumno.juego-02","Historia","2ESO-4","3","Evaluacion T3","4.45"
"marta-navarro-serrano@profesor.juego-02","hugo-navarro-delgado@alumno.juego-02","Tecnologia","2ESO-4","1","Evaluacion T1","7.52"
"marta-navarro-serrano@profesor.juego-02","hugo-navarro-delgado@alumno.juego-02","Tecnologia","2ESO-4","2","Evaluacion T2","3.44"
"marta-navarro-serrano@profesor.juego-02","hugo-navarro-delgado@alumno.juego-02","Tecnologia","2ESO-4","3","Evaluacion T3","7.28"
"alvaro-suarez-garcia@profesor.juego-02","mia-serrano-jimenez@alumno.juego-02","Matematicas","3ESO-1","1","Evaluacion T1","3.48"
"alvaro-suarez-garcia@profesor.juego-02","mia-serrano-jimenez@alumno.juego-02","Matematicas","3ESO-1","2","Evaluacion T2","8.81"
"alvaro-suarez-garcia@profesor.juego-02","mia-serrano-jimenez@alumno.juego-02","Matematicas","3ESO-1","3","Evaluacion T3","5.58"
"beatriz-cabrera-gutierrez@profesor.juego-02","mia-serrano-jimenez@alumno.juego-02","Lengua","3ESO-1","1","Evaluacion T1","7.88"
"beatriz-cabrera-gutierrez@profesor.juego-02","mia-serrano-jimenez@alumno.juego-02","Lengua","3ESO-1","2","Evaluacion T2","9.54"
"beatriz-cabrera-gutierrez@profesor.juego-02","mia-serrano-jimenez@alumno.juego-02","Lengua","3ESO-1","3","Evaluacion T3","6.51"
"alejandro-delgado-herrera@profesor.juego-02","mia-serrano-jimenez@alumno.juego-02","Ingles","3ESO-1","1","Evaluacion T1","7.64"
"alejandro-delgado-herrera@profesor.juego-02","mia-serrano-jimenez@alumno.juego-02","Ingles","3ESO-1","2","Evaluacion T2","7.64"
"alejandro-delgado-herrera@profesor.juego-02","mia-serrano-jimenez@alumno.juego-02","Ingles","3ESO-1","3","Evaluacion T3","9.46"
"nuria-perez-cruz@profesor.juego-02","mia-serrano-jimenez@alumno.juego-02","Fisica","3ESO-1","1","Evaluacion T1","4.49"
"nuria-perez-cruz@profesor.juego-02","mia-serrano-jimenez@alumno.juego-02","Fisica","3ESO-1","2","Evaluacion T2","10.00"
"nuria-perez-cruz@profesor.juego-02","mia-serrano-jimenez@alumno.juego-02","Fisica","3ESO-1","3","Evaluacion T3","10.00"
"roberto-alonso-alvarez@profesor.juego-02","mia-serrano-jimenez@alumno.juego-02","Historia","3ESO-1","1","Evaluacion T1","8.69"
"roberto-alonso-alvarez@profesor.juego-02","mia-serrano-jimenez@alumno.juego-02","Historia","3ESO-1","2","Evaluacion T2","3.76"
"roberto-alonso-alvarez@profesor.juego-02","mia-serrano-jimenez@alumno.juego-02","Historia","3ESO-1","3","Evaluacion T3","3.60"
"sandra-moreno-vargas@profesor.juego-02","mia-serrano-jimenez@alumno.juego-02","Tecnologia","3ESO-1","1","Evaluacion T1","9.94"
"sandra-moreno-vargas@profesor.juego-02","mia-serrano-jimenez@alumno.juego-02","Tecnologia","3ESO-1","2","Evaluacion T2","9.58"
"sandra-moreno-vargas@profesor.juego-02","mia-serrano-jimenez@alumno.juego-02","Tecnologia","3ESO-1","3","Evaluacion T3","5.18"
"pablo-vargas-mora@profesor.juego-02","marcos-mora-flores@alumno.juego-02","Matematicas","3ESO-2","1","Evaluacion T1","7.80"
"pablo-vargas-mora@profesor.juego-02","marcos-mora-flores@alumno.juego-02","Matematicas","3ESO-2","2","Evaluacion T2","3.88"
"pablo-vargas-mora@profesor.juego-02","marcos-mora-flores@alumno.juego-02","Matematicas","3ESO-2","3","Evaluacion T3","9.82"
"cristina-fuentes-alonso@profesor.juego-02","marcos-mora-flores@alumno.juego-02","Lengua","3ESO-2","1","Evaluacion T1","6.39"
"cristina-fuentes-alonso@profesor.juego-02","marcos-mora-flores@alumno.juego-02","Lengua","3ESO-2","2","Evaluacion T2","10.00"
"cristina-fuentes-alonso@profesor.juego-02","marcos-mora-flores@alumno.juego-02","Lengua","3ESO-2","3","Evaluacion T3","10.00"
"fernando-cruz-ramos@profesor.juego-02","marcos-mora-flores@alumno.juego-02","Ingles","3ESO-2","1","Evaluacion T1","8.29"
"fernando-cruz-ramos@profesor.juego-02","marcos-mora-flores@alumno.juego-02","Ingles","3ESO-2","2","Evaluacion T2","8.53"
"fernando-cruz-ramos@profesor.juego-02","marcos-mora-flores@alumno.juego-02","Ingles","3ESO-2","3","Evaluacion T3","5.42"
"patricia-rodriguez-delgado@profesor.juego-02","marcos-mora-flores@alumno.juego-02","Fisica","3ESO-2","1","Evaluacion T1","8.93"
"patricia-rodriguez-delgado@profesor.juego-02","marcos-mora-flores@alumno.juego-02","Fisica","3ESO-2","2","Evaluacion T2","6.79"
"patricia-rodriguez-delgado@profesor.juego-02","marcos-mora-flores@alumno.juego-02","Fisica","3ESO-2","3","Evaluacion T3","6.23"
"andres-gutierrez-romero@profesor.juego-02","marcos-mora-flores@alumno.juego-02","Historia","3ESO-2","1","Evaluacion T1","3.04"
"andres-gutierrez-romero@profesor.juego-02","marcos-mora-flores@alumno.juego-02","Historia","3ESO-2","2","Evaluacion T2","6.95"
"andres-gutierrez-romero@profesor.juego-02","marcos-mora-flores@alumno.juego-02","Historia","3ESO-2","3","Evaluacion T3","4.73"
"pilar-molina-suarez@profesor.juego-02","marcos-mora-flores@alumno.juego-02","Tecnologia","3ESO-2","1","Evaluacion T1","5.30"
"pilar-molina-suarez@profesor.juego-02","marcos-mora-flores@alumno.juego-02","Tecnologia","3ESO-2","2","Evaluacion T2","3.92"
"pilar-molina-suarez@profesor.juego-02","marcos-mora-flores@alumno.juego-02","Tecnologia","3ESO-2","3","Evaluacion T3","3.96"
"antonio-serrano-reyes@profesor.juego-02","valeria-diaz-fernandez@alumno.juego-02","Matematicas","3ESO-3","1","Evaluacion T1","10.00"
"antonio-serrano-reyes@profesor.juego-02","valeria-diaz-fernandez@alumno.juego-02","Matematicas","3ESO-3","2","Evaluacion T2","5.98"
"antonio-serrano-reyes@profesor.juego-02","valeria-diaz-fernandez@alumno.juego-02","Matematicas","3ESO-3","3","Evaluacion T3","3.48"
"maria-vazquez-diaz@profesor.juego-02","valeria-diaz-fernandez@alumno.juego-02","Lengua","3ESO-3","1","Evaluacion T1","5.98"
"maria-vazquez-diaz@profesor.juego-02","valeria-diaz-fernandez@alumno.juego-02","Lengua","3ESO-3","2","Evaluacion T2","4.41"
"maria-vazquez-diaz@profesor.juego-02","valeria-diaz-fernandez@alumno.juego-02","Lengua","3ESO-3","3","Evaluacion T3","8.37"
"jose-martinez-castro@profesor.juego-02","valeria-diaz-fernandez@alumno.juego-02","Ingles","3ESO-3","1","Evaluacion T1","4.37"
"jose-martinez-castro@profesor.juego-02","valeria-diaz-fernandez@alumno.juego-02","Ingles","3ESO-3","2","Evaluacion T2","4.61"
"jose-martinez-castro@profesor.juego-02","valeria-diaz-fernandez@alumno.juego-02","Ingles","3ESO-3","3","Evaluacion T3","8.25"
"carmen-fernandez-munoz@profesor.juego-02","valeria-diaz-fernandez@alumno.juego-02","Fisica","3ESO-3","1","Evaluacion T1","4.33"
"carmen-fernandez-munoz@profesor.juego-02","valeria-diaz-fernandez@alumno.juego-02","Fisica","3ESO-3","2","Evaluacion T2","6.75"
"carmen-fernandez-munoz@profesor.juego-02","valeria-diaz-fernandez@alumno.juego-02","Fisica","3ESO-3","3","Evaluacion T3","8.65"
"manuel-torres-fernandez@profesor.juego-02","valeria-diaz-fernandez@alumno.juego-02","Historia","3ESO-3","1","Evaluacion T1","5.10"
"manuel-torres-fernandez@profesor.juego-02","valeria-diaz-fernandez@alumno.juego-02","Historia","3ESO-3","2","Evaluacion T2","8.77"
"manuel-torres-fernandez@profesor.juego-02","valeria-diaz-fernandez@alumno.juego-02","Historia","3ESO-3","3","Evaluacion T3","7.80"
"ana-castro-blanco@profesor.juego-02","valeria-diaz-fernandez@alumno.juego-02","Tecnologia","3ESO-3","1","Evaluacion T1","5.66"
"ana-castro-blanco@profesor.juego-02","valeria-diaz-fernandez@alumno.juego-02","Tecnologia","3ESO-3","2","Evaluacion T2","7.48"
"ana-castro-blanco@profesor.juego-02","valeria-diaz-fernandez@alumno.juego-02","Tecnologia","3ESO-3","3","Evaluacion T3","8.89"
"francisco-santos-vazquez@profesor.juego-02","oscar-molina-vargas@alumno.juego-02","Matematicas","3ESO-4","1","Evaluacion T1","7.72"
"francisco-santos-vazquez@profesor.juego-02","oscar-molina-vargas@alumno.juego-02","Matematicas","3ESO-4","2","Evaluacion T2","4.57"
"francisco-santos-vazquez@profesor.juego-02","oscar-molina-vargas@alumno.juego-02","Matematicas","3ESO-4","3","Evaluacion T3","7.60"
"laura-reyes-gomez@profesor.juego-02","oscar-molina-vargas@alumno.juego-02","Lengua","3ESO-4","1","Evaluacion T1","9.42"
"laura-reyes-gomez@profesor.juego-02","oscar-molina-vargas@alumno.juego-02","Lengua","3ESO-4","2","Evaluacion T2","3.36"
"laura-reyes-gomez@profesor.juego-02","oscar-molina-vargas@alumno.juego-02","Lengua","3ESO-4","3","Evaluacion T3","8.61"
"david-sanchez-molina@profesor.juego-02","oscar-molina-vargas@alumno.juego-02","Ingles","3ESO-4","1","Evaluacion T1","9.90"
"david-sanchez-molina@profesor.juego-02","oscar-molina-vargas@alumno.juego-02","Ingles","3ESO-4","2","Evaluacion T2","3.12"
"david-sanchez-molina@profesor.juego-02","oscar-molina-vargas@alumno.juego-02","Ingles","3ESO-4","3","Evaluacion T3","5.10"
"elena-romero-ortega@profesor.juego-02","oscar-molina-vargas@alumno.juego-02","Fisica","3ESO-4","1","Evaluacion T1","9.18"
"elena-romero-ortega@profesor.juego-02","oscar-molina-vargas@alumno.juego-02","Fisica","3ESO-4","2","Evaluacion T2","7.92"
"elena-romero-ortega@profesor.juego-02","oscar-molina-vargas@alumno.juego-02","Fisica","3ESO-4","3","Evaluacion T3","10.00"
"pedro-dominguez-rodriguez@profesor.juego-02","oscar-molina-vargas@alumno.juego-02","Historia","3ESO-4","1","Evaluacion T1","4.13"
"pedro-dominguez-rodriguez@profesor.juego-02","oscar-molina-vargas@alumno.juego-02","Historia","3ESO-4","2","Evaluacion T2","10.00"
"pedro-dominguez-rodriguez@profesor.juego-02","oscar-molina-vargas@alumno.juego-02","Historia","3ESO-4","3","Evaluacion T3","5.54"
"isabel-ramos-ruiz@profesor.juego-02","oscar-molina-vargas@alumno.juego-02","Tecnologia","3ESO-4","1","Evaluacion T1","8.45"
"isabel-ramos-ruiz@profesor.juego-02","oscar-molina-vargas@alumno.juego-02","Tecnologia","3ESO-4","2","Evaluacion T2","3.64"
"isabel-ramos-ruiz@profesor.juego-02","oscar-molina-vargas@alumno.juego-02","Tecnologia","3ESO-4","3","Evaluacion T3","3.12"
"javier-flores-fuentes@profesor.juego-02","sara-flores-lopez@alumno.juego-02","Matematicas","4ESO-1","1","Evaluacion T1","6.11"
"javier-flores-fuentes@profesor.juego-02","sara-flores-lopez@alumno.juego-02","Matematicas","4ESO-1","2","Evaluacion T2","4.81"
"javier-flores-fuentes@profesor.juego-02","sara-flores-lopez@alumno.juego-02","Matematicas","4ESO-1","3","Evaluacion T3","9.18"
"lucia-mora-gonzalez@profesor.juego-02","sara-flores-lopez@alumno.juego-02","Lengua","4ESO-1","1","Evaluacion T1","9.66"
"lucia-mora-gonzalez@profesor.juego-02","sara-flores-lopez@alumno.juego-02","Lengua","4ESO-1","2","Evaluacion T2","10.00"
"lucia-mora-gonzalez@profesor.juego-02","sara-flores-lopez@alumno.juego-02","Lengua","4ESO-1","3","Evaluacion T3","5.06"
"miguel-gonzalez-moreno@profesor.juego-02","sara-flores-lopez@alumno.juego-02","Ingles","4ESO-1","1","Evaluacion T1","10.00"
"miguel-gonzalez-moreno@profesor.juego-02","sara-flores-lopez@alumno.juego-02","Ingles","4ESO-1","2","Evaluacion T2","9.30"
"miguel-gonzalez-moreno@profesor.juego-02","sara-flores-lopez@alumno.juego-02","Ingles","4ESO-1","3","Evaluacion T3","3.04"
"rosa-alvarez-flores@profesor.juego-02","sara-flores-lopez@alumno.juego-02","Fisica","4ESO-1","1","Evaluacion T1","3.36"
"rosa-alvarez-flores@profesor.juego-02","sara-flores-lopez@alumno.juego-02","Fisica","4ESO-1","2","Evaluacion T2","7.96"
"rosa-alvarez-flores@profesor.juego-02","sara-flores-lopez@alumno.juego-02","Fisica","4ESO-1","3","Evaluacion T3","8.81"
"carlos-ruiz-perez@profesor.juego-02","sara-flores-lopez@alumno.juego-02","Historia","4ESO-1","1","Evaluacion T1","8.65"
"carlos-ruiz-perez@profesor.juego-02","sara-flores-lopez@alumno.juego-02","Historia","4ESO-1","2","Evaluacion T2","5.66"
"carlos-ruiz-perez@profesor.juego-02","sara-flores-lopez@alumno.juego-02","Historia","4ESO-1","3","Evaluacion T3","4.01"
"marta-herrera-dominguez@profesor.juego-02","sara-flores-lopez@alumno.juego-02","Tecnologia","4ESO-1","1","Evaluacion T1","7.96"
"marta-herrera-dominguez@profesor.juego-02","sara-flores-lopez@alumno.juego-02","Tecnologia","4ESO-1","2","Evaluacion T2","3.60"
"marta-herrera-dominguez@profesor.juego-02","sara-flores-lopez@alumno.juego-02","Tecnologia","4ESO-1","3","Evaluacion T3","10.00"
"alvaro-ortega-cabrera@profesor.juego-02","alejandro-lopez-ruiz@alumno.juego-02","Matematicas","4ESO-2","1","Evaluacion T1","10.00"
"alvaro-ortega-cabrera@profesor.juego-02","alejandro-lopez-ruiz@alumno.juego-02","Matematicas","4ESO-2","2","Evaluacion T2","8.97"
"alvaro-ortega-cabrera@profesor.juego-02","alejandro-lopez-ruiz@alumno.juego-02","Matematicas","4ESO-2","3","Evaluacion T3","8.77"
"beatriz-garcia-sanchez@profesor.juego-02","alejandro-lopez-ruiz@alumno.juego-02","Lengua","4ESO-2","1","Evaluacion T1","5.86"
"beatriz-garcia-sanchez@profesor.juego-02","alejandro-lopez-ruiz@alumno.juego-02","Lengua","4ESO-2","2","Evaluacion T2","9.74"
"beatriz-garcia-sanchez@profesor.juego-02","alejandro-lopez-ruiz@alumno.juego-02","Lengua","4ESO-2","3","Evaluacion T3","4.29"
"alejandro-gomez-navarro@profesor.juego-02","alejandro-lopez-ruiz@alumno.juego-02","Ingles","4ESO-2","1","Evaluacion T1","7.80"
"alejandro-gomez-navarro@profesor.juego-02","alejandro-lopez-ruiz@alumno.juego-02","Ingles","4ESO-2","2","Evaluacion T2","9.34"
"alejandro-gomez-navarro@profesor.juego-02","alejandro-lopez-ruiz@alumno.juego-02","Ingles","4ESO-2","3","Evaluacion T3","10.00"
"nuria-jimenez-santos@profesor.juego-02","alejandro-lopez-ruiz@alumno.juego-02","Fisica","4ESO-2","1","Evaluacion T1","5.54"
"nuria-jimenez-santos@profesor.juego-02","alejandro-lopez-ruiz@alumno.juego-02","Fisica","4ESO-2","2","Evaluacion T2","10.00"
"nuria-jimenez-santos@profesor.juego-02","alejandro-lopez-ruiz@alumno.juego-02","Fisica","4ESO-2","3","Evaluacion T3","4.57"
"roberto-blanco-lopez@profesor.juego-02","alejandro-lopez-ruiz@alumno.juego-02","Historia","4ESO-2","1","Evaluacion T1","4.81"
"roberto-blanco-lopez@profesor.juego-02","alejandro-lopez-ruiz@alumno.juego-02","Historia","4ESO-2","2","Evaluacion T2","3.28"
"roberto-blanco-lopez@profesor.juego-02","alejandro-lopez-ruiz@alumno.juego-02","Historia","4ESO-2","3","Evaluacion T3","9.18"
"sandra-medina-torres@profesor.juego-02","alejandro-lopez-ruiz@alumno.juego-02","Tecnologia","4ESO-2","1","Evaluacion T1","3.88"
"sandra-medina-torres@profesor.juego-02","alejandro-lopez-ruiz@alumno.juego-02","Tecnologia","4ESO-2","2","Evaluacion T2","3.56"
"sandra-medina-torres@profesor.juego-02","alejandro-lopez-ruiz@alumno.juego-02","Tecnologia","4ESO-2","3","Evaluacion T3","5.06"
"pablo-munoz-medina@profesor.juego-02","emma-gutierrez-reyes@alumno.juego-02","Matematicas","4ESO-3","1","Evaluacion T1","7.72"
"pablo-munoz-medina@profesor.juego-02","emma-gutierrez-reyes@alumno.juego-02","Matematicas","4ESO-3","2","Evaluacion T2","8.93"
"pablo-munoz-medina@profesor.juego-02","emma-gutierrez-reyes@alumno.juego-02","Matematicas","4ESO-3","3","Evaluacion T3","10.00"
"cristina-lopez-martinez@profesor.juego-02","emma-gutierrez-reyes@alumno.juego-02","Lengua","4ESO-3","1","Evaluacion T1","4.37"
"cristina-lopez-martinez@profesor.juego-02","emma-gutierrez-reyes@alumno.juego-02","Lengua","4ESO-3","2","Evaluacion T2","3.92"
"cristina-lopez-martinez@profesor.juego-02","emma-gutierrez-reyes@alumno.juego-02","Lengua","4ESO-3","3","Evaluacion T3","6.75"
"fernando-diaz-jimenez@profesor.juego-02","emma-gutierrez-reyes@alumno.juego-02","Ingles","4ESO-3","1","Evaluacion T1","4.37"
"fernando-diaz-jimenez@profesor.juego-02","emma-gutierrez-reyes@alumno.juego-02","Ingles","4ESO-3","2","Evaluacion T2","6.39"
"fernando-diaz-jimenez@profesor.juego-02","emma-gutierrez-reyes@alumno.juego-02","Ingles","4ESO-3","3","Evaluacion T3","9.58"
"patricia-navarro-serrano@profesor.juego-02","emma-gutierrez-reyes@alumno.juego-02","Fisica","4ESO-3","1","Evaluacion T1","4.29"
"patricia-navarro-serrano@profesor.juego-02","emma-gutierrez-reyes@alumno.juego-02","Fisica","4ESO-3","2","Evaluacion T2","3.76"
"patricia-navarro-serrano@profesor.juego-02","emma-gutierrez-reyes@alumno.juego-02","Fisica","4ESO-3","3","Evaluacion T3","4.41"
"andres-suarez-garcia@profesor.juego-02","emma-gutierrez-reyes@alumno.juego-02","Historia","4ESO-3","1","Evaluacion T1","7.72"
"andres-suarez-garcia@profesor.juego-02","emma-gutierrez-reyes@alumno.juego-02","Historia","4ESO-3","2","Evaluacion T2","9.02"
"andres-suarez-garcia@profesor.juego-02","emma-gutierrez-reyes@alumno.juego-02","Historia","4ESO-3","3","Evaluacion T3","8.05"
"pilar-cabrera-gutierrez@profesor.juego-02","emma-gutierrez-reyes@alumno.juego-02","Tecnologia","4ESO-3","1","Evaluacion T1","9.22"
"pilar-cabrera-gutierrez@profesor.juego-02","emma-gutierrez-reyes@alumno.juego-02","Tecnologia","4ESO-3","2","Evaluacion T2","5.06"
"pilar-cabrera-gutierrez@profesor.juego-02","emma-gutierrez-reyes@alumno.juego-02","Tecnologia","4ESO-3","3","Evaluacion T3","8.89"
"antonio-gomez-navarro@profesor.juego-02","martin-ramos-gutierrez@alumno.juego-02","Matematicas","4ESO-4","1","Evaluacion T1","10.00"
"antonio-gomez-navarro@profesor.juego-02","martin-ramos-gutierrez@alumno.juego-02","Matematicas","4ESO-4","2","Evaluacion T2","4.49"
"antonio-gomez-navarro@profesor.juego-02","martin-ramos-gutierrez@alumno.juego-02","Matematicas","4ESO-4","3","Evaluacion T3","6.03"
"maria-jimenez-santos@profesor.juego-02","martin-ramos-gutierrez@alumno.juego-02","Lengua","4ESO-4","1","Evaluacion T1","7.80"
"maria-jimenez-santos@profesor.juego-02","martin-ramos-gutierrez@alumno.juego-02","Lengua","4ESO-4","2","Evaluacion T2","10.00"
"maria-jimenez-santos@profesor.juego-02","martin-ramos-gutierrez@alumno.juego-02","Lengua","4ESO-4","3","Evaluacion T3","5.58"
"jose-blanco-lopez@profesor.juego-02","martin-ramos-gutierrez@alumno.juego-02","Ingles","4ESO-4","1","Evaluacion T1","9.50"
"jose-blanco-lopez@profesor.juego-02","martin-ramos-gutierrez@alumno.juego-02","Ingles","4ESO-4","2","Evaluacion T2","7.36"
"jose-blanco-lopez@profesor.juego-02","martin-ramos-gutierrez@alumno.juego-02","Ingles","4ESO-4","3","Evaluacion T3","4.05"
"carmen-medina-torres@profesor.juego-02","martin-ramos-gutierrez@alumno.juego-02","Fisica","4ESO-4","1","Evaluacion T1","4.49"
"carmen-medina-torres@profesor.juego-02","martin-ramos-gutierrez@alumno.juego-02","Fisica","4ESO-4","2","Evaluacion T2","10.00"
"carmen-medina-torres@profesor.juego-02","martin-ramos-gutierrez@alumno.juego-02","Fisica","4ESO-4","3","Evaluacion T3","6.07"
"manuel-munoz-medina@profesor.juego-02","martin-ramos-gutierrez@alumno.juego-02","Historia","4ESO-4","1","Evaluacion T1","4.53"
"manuel-munoz-medina@profesor.juego-02","martin-ramos-gutierrez@alumno.juego-02","Historia","4ESO-4","2","Evaluacion T2","5.10"
"manuel-munoz-medina@profesor.juego-02","martin-ramos-gutierrez@alumno.juego-02","Historia","4ESO-4","3","Evaluacion T3","10.00"
"ana-lopez-martinez@profesor.juego-02","martin-ramos-gutierrez@alumno.juego-02","Tecnologia","4ESO-4","1","Evaluacion T1","7.56"
"ana-lopez-martinez@profesor.juego-02","martin-ramos-gutierrez@alumno.juego-02","Tecnologia","4ESO-4","2","Evaluacion T2","6.75"
"ana-lopez-martinez@profesor.juego-02","martin-ramos-gutierrez@alumno.juego-02","Tecnologia","4ESO-4","3","Evaluacion T3","6.83"
"francisco-diaz-jimenez@profesor.juego-02","claudia-munoz-cabrera@alumno.juego-02","Matematicas","1BACH-1","1","Evaluacion T1","3.12"
"francisco-diaz-jimenez@profesor.juego-02","claudia-munoz-cabrera@alumno.juego-02","Matematicas","1BACH-1","2","Evaluacion T2","7.80"
"francisco-diaz-jimenez@profesor.juego-02","claudia-munoz-cabrera@alumno.juego-02","Matematicas","1BACH-1","3","Evaluacion T3","5.94"
"laura-navarro-serrano@profesor.juego-02","claudia-munoz-cabrera@alumno.juego-02","Lengua","1BACH-1","1","Evaluacion T1","3.44"
"laura-navarro-serrano@profesor.juego-02","claudia-munoz-cabrera@alumno.juego-02","Lengua","1BACH-1","2","Evaluacion T2","8.85"
"laura-navarro-serrano@profesor.juego-02","claudia-munoz-cabrera@alumno.juego-02","Lengua","1BACH-1","3","Evaluacion T3","4.93"
"david-suarez-garcia@profesor.juego-02","claudia-munoz-cabrera@alumno.juego-02","Ingles","1BACH-1","1","Evaluacion T1","3.32"
"david-suarez-garcia@profesor.juego-02","claudia-munoz-cabrera@alumno.juego-02","Ingles","1BACH-1","2","Evaluacion T2","6.71"
"david-suarez-garcia@profesor.juego-02","claudia-munoz-cabrera@alumno.juego-02","Ingles","1BACH-1","3","Evaluacion T3","10.00"
"elena-cabrera-gutierrez@profesor.juego-02","claudia-munoz-cabrera@alumno.juego-02","Fisica","1BACH-1","1","Evaluacion T1","9.82"
"elena-cabrera-gutierrez@profesor.juego-02","claudia-munoz-cabrera@alumno.juego-02","Fisica","1BACH-1","2","Evaluacion T2","6.47"
"elena-cabrera-gutierrez@profesor.juego-02","claudia-munoz-cabrera@alumno.juego-02","Fisica","1BACH-1","3","Evaluacion T3","10.00"
"pedro-delgado-herrera@profesor.juego-02","claudia-munoz-cabrera@alumno.juego-02","Historia","1BACH-1","1","Evaluacion T1","7.12"
"pedro-delgado-herrera@profesor.juego-02","claudia-munoz-cabrera@alumno.juego-02","Historia","1BACH-1","2","Evaluacion T2","3.88"
"pedro-delgado-herrera@profesor.juego-02","claudia-munoz-cabrera@alumno.juego-02","Historia","1BACH-1","3","Evaluacion T3","10.00"
"isabel-perez-cruz@profesor.juego-02","claudia-munoz-cabrera@alumno.juego-02","Tecnologia","1BACH-1","1","Evaluacion T1","7.76"
"isabel-perez-cruz@profesor.juego-02","claudia-munoz-cabrera@alumno.juego-02","Tecnologia","1BACH-1","2","Evaluacion T2","9.50"
"isabel-perez-cruz@profesor.juego-02","claudia-munoz-cabrera@alumno.juego-02","Tecnologia","1BACH-1","3","Evaluacion T3","3.08"
"javier-alonso-alvarez@profesor.juego-02","sergio-rodriguez-gomez@alumno.juego-02","Matematicas","1BACH-2","1","Evaluacion T1","5.42"
"javier-alonso-alvarez@profesor.juego-02","sergio-rodriguez-gomez@alumno.juego-02","Matematicas","1BACH-2","2","Evaluacion T2","8.05"
"javier-alonso-alvarez@profesor.juego-02","sergio-rodriguez-gomez@alumno.juego-02","Matematicas","1BACH-2","3","Evaluacion T3","6.23"
"lucia-moreno-vargas@profesor.juego-02","sergio-rodriguez-gomez@alumno.juego-02","Lengua","1BACH-2","1","Evaluacion T1","7.88"
"lucia-moreno-vargas@profesor.juego-02","sergio-rodriguez-gomez@alumno.juego-02","Lengua","1BACH-2","2","Evaluacion T2","10.00"
"lucia-moreno-vargas@profesor.juego-02","sergio-rodriguez-gomez@alumno.juego-02","Lengua","1BACH-2","3","Evaluacion T3","4.01"
"miguel-vargas-mora@profesor.juego-02","sergio-rodriguez-gomez@alumno.juego-02","Ingles","1BACH-2","1","Evaluacion T1","10.00"
"miguel-vargas-mora@profesor.juego-02","sergio-rodriguez-gomez@alumno.juego-02","Ingles","1BACH-2","2","Evaluacion T2","6.83"
"miguel-vargas-mora@profesor.juego-02","sergio-rodriguez-gomez@alumno.juego-02","Ingles","1BACH-2","3","Evaluacion T3","8.97"
"rosa-fuentes-alonso@profesor.juego-02","sergio-rodriguez-gomez@alumno.juego-02","Fisica","1BACH-2","1","Evaluacion T1","8.73"
"rosa-fuentes-alonso@profesor.juego-02","sergio-rodriguez-gomez@alumno.juego-02","Fisica","1BACH-2","2","Evaluacion T2","8.81"
"rosa-fuentes-alonso@profesor.juego-02","sergio-rodriguez-gomez@alumno.juego-02","Fisica","1BACH-2","3","Evaluacion T3","5.42"
"carlos-cruz-ramos@profesor.juego-02","sergio-rodriguez-gomez@alumno.juego-02","Historia","1BACH-2","1","Evaluacion T1","3.36"
"carlos-cruz-ramos@profesor.juego-02","sergio-rodriguez-gomez@alumno.juego-02","Historia","1BACH-2","2","Evaluacion T2","6.87"
"carlos-cruz-ramos@profesor.juego-02","sergio-rodriguez-gomez@alumno.juego-02","Historia","1BACH-2","3","Evaluacion T3","3.16"
"marta-rodriguez-delgado@profesor.juego-02","sergio-rodriguez-gomez@alumno.juego-02","Tecnologia","1BACH-2","1","Evaluacion T1","5.14"
