"estudianteCorreo","asignaturaNombre","cursoNombre"
"alejandro-castro-cruz2@alumno.juego-02","Historia","2ESO-4"
"alejandro-castro-cruz2@alumno.juego-02","Tecnologia","2ESO-4"
"emma-ortega-navarro2@alumno.juego-02","Matematicas","3ESO-1"
"emma-ortega-navarro2@alumno.juego-02","Lengua","3ESO-1"
"emma-ortega-navarro2@alumno.juego-02","Ingles","3ESO-1"
"emma-ortega-navarro2@alumno.juego-02","Fisica","3ESO-1"
"emma-ortega-navarro2@alumno.juego-02","Historia","3ESO-1"
"emma-ortega-navarro2@alumno.juego-02","Tecnologia","3ESO-1"
"martin-perez-ortega2@alumno.juego-02","Matematicas","3ESO-2"
"martin-perez-ortega2@alumno.juego-02","Lengua","3ESO-2"
"martin-perez-ortega2@alumno.juego-02","Ingles","3ESO-2"
"martin-perez-ortega2@alumno.juego-02","Fisica","3ESO-2"
"martin-perez-ortega2@alumno.juego-02","Historia","3ESO-2"
"martin-perez-ortega2@alumno.juego-02","Tecnologia","3ESO-2"
"claudia-torres-romero2@alumno.juego-02","Matematicas","3ESO-3"
"claudia-torres-romero2@alumno.juego-02","Lengua","3ESO-3"
"claudia-torres-romero2@alumno.juego-02","Ingles","3ESO-3"
"claudia-torres-romero2@alumno.juego-02","Fisica","3ESO-3"
"claudia-torres-romero2@alumno.juego-02","Historia","3ESO-3"
"claudia-torres-romero2@alumno.juego-02","Tecnologia","3ESO-3"
"sergio-herrera-serrano2@alumno.juego-02","Matematicas","3ESO-4"
"sergio-herrera-serrano2@alumno.juego-02","Lengua","3ESO-4"
"sergio-herrera-serrano2@alumno.juego-02","Ingles","3ESO-4"
"sergio-herrera-serrano2@alumno.juego-02","Fisica","3ESO-4"
"sergio-herrera-serrano2@alumno.juego-02","Historia","3ESO-4"
"sergio-herrera-serrano2@alumno.juego-02","Tecnologia","3ESO-4"
"noa-delgado-perez2@alumno.juego-02","Matematicas","4ESO-1"
"noa-delgado-perez2@alumno.juego-02","Lengua","4ESO-1"
"noa-delgado-perez2@alumno.juego-02","Ingles","4ESO-1"
"noa-delgado-perez2@alumno.juego-02","Fisica","4ESO-1"
"noa-delgado-perez2@alumno.juego-02","Historia","4ESO-1"
"noa-delgado-perez2@alumno.juego-02","Tecnologia","4ESO-1"
"diego-fernandez-blanco2@alumno.juego-02","Matematicas","4ESO-2"
"diego-fernandez-blanco2@alumno.juego-02","Lengua","4ESO-2"
"diego-fernandez-blanco2@alumno.juego-02","Ingles","4ESO-2"
"diego-fernandez-blanco2@alumno.juego-02","Fisica","4ESO-2"
"diego-fernandez-blanco2@alumno.juego-02","Historia","4ESO-2"
"diego-fernandez-blanco2@alumno.juego-02","Tecnologia","4ESO-2"
"alba-ruiz-mora2@alumno.juego-02","Matematicas","4ESO-3"
"alba-ruiz-mora2@alumno.juego-02","Lengua","4ESO-3"
"alba-ruiz-mora2@alumno.juego-02","Ingles","4ESO-3"
"alba-ruiz-mora2@alumno.juego-02","Fisica","4ESO-3"
"alba-ruiz-mora2@alumno.juego-02","Historia","4ESO-3"
"alba-ruiz-mora2@alumno.juego-02","Tecnologia","4ESO-3"
"ivan-cabrera-torres2@alumno.juego-02","Matematicas","4ESO-4"
"ivan-cabrera-torres2@alumno.juego-02","Lengua","4ESO-4"
"ivan-cabrera-torres2@alumno.juego-02","Ingles","4ESO-4"
"ivan-cabrera-torres2@alumno.juego-02","Fisica","4ESO-4"
"ivan-cabrera-torres2@alumno.juego-02","Historia","4ESO-4"
"ivan-cabrera-torres2@alumno.juego-02","Tecnologia","4ESO-4"
"irene-martinez-fuentes2@alumno.juego-02","Matematicas","1BACH-1"
"irene-martinez-fuentes2@alumno.juego-02","Lengua","1BACH-1"
"irene-martinez-fuentes2@alumno.juego-02","Ingles","1BACH-1"
"irene-martinez-fuentes2@alumno.juego-02","Fisica","1BACH-1"
"irene-martinez-fuentes2@alumno.juego-02","Historia","1BACH-1"
"irene-martinez-fuentes2@alumno.juego-02","Tecnologia","1BACH-1"
"rafael-alvarez-diaz2@alumno.juego-02","Matematicas","1BACH-2"
"rafael-alvarez-diaz2@alumno.juego-02","Lengua","1BACH-2"
"rafael-alvarez-diaz2@alumno.juego-02","Ingles","1BACH-2"
"rafael-alvarez-diaz2@alumno.juego-02","Fisica","1BACH-2"
"rafael-alvarez-diaz2@alumno.juego-02","Historia","1BACH-2"
"rafael-alvarez-diaz2@alumno.juego-02","Tecnologia","1BACH-2"
"leire-suarez-herrera2@alumno.juego-02","Matematicas","1BACH-3"
"leire-suarez-herrera2@alumno.juego-02","Lengua","1BACH-3"
"leire-suarez-herrera2@alumno.juego-02","Ingles","1BACH-3"
"leire-suarez-herrera2@alumno.juego-02","Fisica","1BACH-3"
"leire-suarez-herrera2@alumno.juego-02","Historia","1BACH-3"
"leire-suarez-herrera2@alumno.juego-02","Tecnologia","1BACH-3"
"ruben-vazquez-sanchez2@alumno.juego-02","Matematicas","2BACH-1"
"ruben-vazquez-sanchez2@alumno.juego-02","Lengua","2BACH-1"
"ruben-vazquez-sanchez2@alumno.juego-02","Ingles","2BACH-1"
"ruben-vazquez-sanchez2@alumno.juego-02","Fisica","2BACH-1"
"ruben-vazquez-sanchez2@alumno.juego-02","Historia","2BACH-1"
"ruben-vazquez-sanchez2@alumno.juego-02","Tecnologia","2BACH-1"
"marina-gonzalez-molina2@alumno.juego-02","Matematicas","2BACH-2"
"marina-gonzalez-molina2@alumno.juego-02","Lengua","2BACH-2"
"marina-gonzalez-molina2@alumno.juego-02","Ingles","2BACH-2"
"marina-gonzalez-molina2@alumno.juego-02","Fisica","2BACH-2"
"marina-gonzalez-molina2@alumno.juego-02","Historia","2BACH-2"
"marina-gonzalez-molina2@alumno.juego-02","Tecnologia","2BACH-2"
"gonzalo-navarro-delgado2@alumno.juego-02","Matematicas","2BACH-3"
"gonzalo-navarro-delgado2@alumno.juego-02","Lengua","2BACH-3"
"gonzalo-navarro-delgado2@alumno.juego-02","Ingles","2BACH-3"
"gonzalo-navarro-delgado2@alumno.juego-02","Fisica","2BACH-3"
"gonzalo-navarro-delgado2@alumno.juego-02","Historia","2BACH-3"
"gonzalo-navarro-delgado2@alumno.juego-02","Tecnologia","2BACH-3"
"carla-serrano-jimenez2@alumno.juego-02","Matematicas","1ESO-1"
"carla-serrano-jimenez2@alumno.juego-02","Lengua","1ESO-1"
"carla-serrano-jimenez2@alumno.juego-02","Ingles","1ESO-1"
"carla-serrano-jimenez2@alumno.juego-02","Fisica","1ESO-1"
"carla-serrano-jimenez2@alumno.juego-02","Historia","1ESO-1"
"carla-serrano-jimenez2@alumno.juego-02","Tecnologia","1ESO-1"
"raul-mora-flores2@alumno.juego-02","Matematicas","1ESO-2"
"raul-mora-flores2@alumno.juego-02","Lengua","1ESO-2"
"raul-mora-flores2@alumno.juego-02","Ingles","1ESO-2"
"raul-mora-flores2@alumno.juego-02","Fisica","1ESO-2"
"raul-mora-flores2@alumno.juego-02","Historia","1ESO-2"
"raul-mora-flores2@alumno.juego-02","Tecnologia","1ESO-2"
"ines-diaz-fernandez2@alumno.juego-02","Matematicas","1ESO-3"
"ines-diaz-fernandez2@alumno.juego-02","Lengua","1ESO-3"
"ines-diaz-fernandez2@alumno.juego-02","Ingles","1ESO-3"
"ines-diaz-fernandez2@alumno.juego-02","Fisica","1ESO-3"
"ines-diaz-fernandez2@alumno.juego-02","Historia","1ESO-3"
"ines-diaz-fernandez2@alumno.juego-02","Tecnologia","1ESO-3"
"alberto-molina-vargas2@alumno.juego-02","Matematicas","1ESO-4"
"alberto-molina-vargas2@alumno.juego-02","Lengua","1ESO-4"
"alberto-molina-vargas2@alumno.juego-02","Ingles","1ESO-4"
"alberto-molina-vargas2@alumno.juego-02","Fisica","1ESO-4"
"alberto-molina-vargas2@alumno.juego-02","Historia","1ESO-4"
"alberto-molina-vargas2@alumno.juego-02","Tecnologia","1ESO-4"
"sofia-flores-lopez2@alumno.juego-02","Matematicas","2ESO-1"
"sofia-flores-lopez2@alumno.juego-02","Lengua","2ESO-1"
"sofia-flores-lopez2@alumno.juego-02","Ingles","2ESO-1"
"sofia-flores-lopez2@alumno.juego-02","Fisica","2ESO-1"
"sofia-flores-lopez2@alumno.juego-02","Historia","2ESO-1"
"sofia-flores-lopez2@alumno.juego-02","Tecnologia","2ESO-1"
"daniel-lopez-ruiz2@alumno.juego-02","Matematicas","2ESO-2"
"daniel-lopez-ruiz2@alumno.juego-02","Lengua","2ESO-2"
"daniel-lopez-ruiz2@alumno.juego-02","Ingles","2ESO-2"
"daniel-lopez-ruiz2@alumno.juego-02","Fisica","2ESO-2"
"daniel-lopez-ruiz2@alumno.juego-02","Historia","2ESO-2"
"daniel-lopez-ruiz2@alumno.juego-02","Tecnologia","2ESO-2"
"paula-gutierrez-reyes2@alumno.juego-02","Matematicas","2ESO-3"
"paula-gutierrez-reyes2@alumno.juego-02","Lengua","2ESO-3"
"paula-gutierrez-reyes2@alumno.juego-02","Ingles","2ESO-3"
"paula-gutierrez-reyes2@alumno.juego-02","Fisica","2ESO-3"
"paula-gutierrez-reyes2@alumno.juego-02","Historia","2ESO-3"
"paula-gutierrez-reyes2@alumno.juego-02","Tecnologia","2ESO-3"
"adrian-ramos-gutierrez2@alumno.juego-02","Matematicas","2ESO-4"
"adrian-ramos-gutierrez2@alumno.juego-02","Lengua","2ESO-4"
"adrian-ramos-gutierrez2@alumno.juego-02","Ingles","2ESO-4"
"adrian-ramos-gutierrez2@alumno.juego-02","Fisica","2ESO-4"
"adrian-ramos-gutierrez2@alumno.juego-02","Historia","2ESO-4"
"adrian-ramos-gutierrez2@alumno.juego-02","Tecnologia","2ESO-4"
"lucia-munoz-cabrera2@alumno.juego-02","Matematicas","3ESO-1"
"lucia-munoz-cabrera2@alumno.juego-02","Lengua","3ESO-1"
"lucia-munoz-cabrera2@alumno.juego-02","Ingles","3ESO-1"
"lucia-munoz-cabrera2@alumno.juego-02","Fisica","3ESO-1"
"lucia-munoz-cabrera2@alumno.juego-02","Historia","3ESO-1"
"lucia-munoz-cabrera2@alumno.juego-02","Tecnologia","3ESO-1"
"hugo-rodriguez-gomez2@alumno.juego-02","Matematicas","3ESO-2"
"hugo-rodriguez-gomez2@alumno.juego-02","Lengua","3ESO-2"
"hugo-rodriguez-gomez2@alumno.juego-02","Ingles","3ESO-2"
"hugo-rodriguez-gomez2@alumno.juego-02","Fisica","3ESO-2"
"hugo-rodriguez-gomez2@alumno.juego-02","Historia","3ESO-2"
"hugo-rodriguez-gomez2@alumno.juego-02","Tecnologia","3ESO-2"
"mia-dominguez-ramos2@alumno.juego-02","Matematicas","3ESO-3"
"mia-dominguez-ramos2@alumno.juego-02","Lengua","3ESO-3"
"mia-dominguez-ramos2@alumno.juego-02","Ingles","3ESO-3"
"mia-dominguez-ramos2@alumno.juego-02","Fisica","3ESO-3"
"mia-dominguez-ramos2@alumno.juego-02","Historia","3ESO-3"
"mia-dominguez-ramos2@alumno.juego-02","Tecnologia","3ESO-3"
"marcos-medina-martinez2@alumno.juego-02","Matematicas","3ESO-4"
"marcos-medina-martinez2@alumno.juego-02","Lengua","3ESO-4"
"marcos-medina-martinez2@alumno.juego-02","Ingles","3ESO-4"
"marcos-medina-martinez2@alumno.juego-02","Fisica","3ESO-4"
"marcos-medina-martinez2@alumno.juego-02","Historia","3ESO-4"
"marcos-medina-martinez2@alumno.juego-02","Tecnologia","3ESO-4"
"valeria-cruz-moreno2@alumno.juego-02","Matematicas","4ESO-1"
"valeria-cruz-moreno2@alumno.juego-02","Lengua","4ESO-1"
"valeria-cruz-moreno2@alumno.juego-02","Ingles","4ESO-1"
"valeria-cruz-moreno2@alumno.juego-02","Fisica","4ESO-1"
"valeria-cruz-moreno2@alumno.juego-02","Historia","4ESO-1"
"valeria-cruz-moreno2@alumno.juego-02","Tecnologia","4ESO-1"
"oscar-romero-munoz2@alumno.juego-02","Matematicas","4ESO-2"
"oscar-romero-munoz2@alumno.juego-02","Lengua","4ESO-2"
"oscar-romero-munoz2@alumno.juego-02","Ingles","4ESO-2"
"oscar-romero-munoz2@alumno.juego-02","Fisica","4ESO-2"
"oscar-romero-munoz2@alumno.juego-02","Historia","4ESO-2"
"oscar-romero-munoz2@alumno.juego-02","Tecnologia","4ESO-2"
"sara-blanco-alvarez2@alumno.juego-02","Matematicas","4ESO-3"
"sara-blanco-alvarez2@alumno.juego-02","Lengua","4ESO-3"
"sara-blanco-alvarez2@alumno.juego-02","Ingles","4ESO-3"
"sara-blanco-alvarez2@alumno.juego-02","Fisica","4ESO-3"
"sara-blanco-alvarez2@alumno.juego-02","Historia","4ESO-3"
"sara-blanco-alvarez2@alumno.juego-02","Tecnologia","4ESO-3"
"alejandro-fuentes-santos2@alumno.juego-02","Matematicas","4ESO-4"
"alejandro-fuentes-santos2@alumno.juego-02","Lengua","4ESO-4"
"alejandro-fuentes-santos2@alumno.juego-02","Ingles","4ESO-4"
"alejandro-fuentes-santos2@alumno.juego-02","Fisica","4ESO-4"
"alejandro-fuentes-santos2@alumno.juego-02","Historia","4ESO-4"
"alejandro-fuentes-santos2@alumno.juego-02","Tecnologia","4ESO-4"
"emma-sanchez-rodriguez2@alumno.juego-02","Matematicas","1BACH-1"
"emma-sanchez-rodriguez2@alumno.juego-02","Lengua","1BACH-1"
"emma-sanchez-rodriguez2@alumno.juego-02","Ingles","1BACH-1"
"emma-sanchez-rodriguez2@alumno.juego-02","Fisica","1BACH-1"
"emma-sanchez-rodriguez2@alumno.juego-02","Historia","1BACH-1"
"emma-sanchez-rodriguez2@alumno.juego-02","Tecnologia","1BACH-1"
"martin-jimenez-suarez2@alumno.juego-02","Matematicas","1BACH-2"
"martin-jimenez-suarez2@alumno.juego-02","Lengua","1BACH-2"
"martin-jimenez-suarez2@alumno.juego-02","Ingles","1BACH-2"
"martin-jimenez-suarez2@alumno.juego-02","Fisica","1BACH-2"
"martin-jimenez-suarez2@alumno.juego-02","Historia","1BACH-2"
"martin-jimenez-suarez2@alumno.juego-02","Tecnologia","1BACH-2"
"claudia-vargas-garcia2@alumno.juego-02","Matematicas","1BACH-3"
"claudia-vargas-garcia2@alumno.juego-02","Lengua","1BACH-3"
"claudia-vargas-garcia2@alumno.juego-02","Ingles","1BACH-3"
"claudia-vargas-garcia2@alumno.juego-02","Fisica","1BACH-3"
"claudia-vargas-garcia2@alumno.juego-02","Historia","1BACH-3"
"claudia-vargas-garcia2@alumno.juego-02","Tecnologia","1BACH-3"
"sergio-reyes-dominguez2@alumno.juego-02","Matematicas","2BACH-1"
"sergio-reyes-dominguez2@alumno.juego-02","Lengua","2BACH-1"
"sergio-reyes-dominguez2@alumno.juego-02","Ingles","2BACH-1"
"sergio-reyes-dominguez2@alumno.juego-02","Fisica","2BACH-1"
"sergio-reyes-dominguez2@alumno.juego-02","Historia","2BACH-1"
"sergio-reyes-dominguez2@alumno.juego-02","Tecnologia","2BACH-1"
"noa-gomez-vazquez2@alumno.juego-02","Matematicas","2BACH-2"
"noa-gomez-vazquez2@alumno.juego-02","Lengua","2BACH-2"
"noa-gomez-vazquez2@alumno.juego-02","Ingles","2BACH-2"
"noa-gomez-vazquez2@alumno.juego-02","Fisica","2BACH-2"
"noa-gomez-vazquez2@alumno.juego-02","Historia","2BACH-2"
"noa-gomez-vazquez2@alumno.juego-02","Tecnologia","2BACH-2"
"diego-moreno-alonso2@alumno.juego-02","Matematicas","2BACH-3"
"diego-moreno-alonso2@alumno.juego-02","Lengua","2BACH-3"
"diego-moreno-alonso2@alumno.juego-02","Ingles","2BACH-3"
"diego-moreno-alonso2@alumno.juego-02","Fisica","2BACH-3"
"diego-moreno-alonso2@alumno.juego-02","Historia","2BACH-3"
"diego-moreno-alonso2@alumno.juego-02","Tecnologia","2BACH-3"
"alba-santos-medina2@alumno.juego-02","Matematicas","1ESO-1"
"alba-santos-medina2@alumno.juego-02","Lengua","1ESO-1"
"alba-santos-medina2@alumno.juego-02","Ingles","1ESO-1"
"alba-santos-medina2@alumno.juego-02","Fisica","1ESO-1"
"alba-santos-medina2@alumno.juego-02","Historia","1ESO-1"
"alba-santos-medina2@alumno.juego-02","Tecnologia","1ESO-1"
"ivan-garcia-gonzalez2@alumno.juego-02","Matematicas","1ESO-2"
"ivan-garcia-gonzalez2@alumno.juego-02","Lengua","1ESO-2"
"ivan-garcia-gonzalez2@alumno.juego-02","Ingles","1ESO-2"
"ivan-garcia-gonzalez2@alumno.juego-02","Fisica","1ESO-2"
"ivan-garcia-gonzalez2@alumno.juego-02","Historia","1ESO-2"
"ivan-garcia-gonzalez2@alumno.juego-02","Tecnologia","1ESO-2"
"irene-alonso-castro2@alumno.juego-02","Matematicas","1ESO-3"
"irene-alonso-castro2@alumno.juego-02","Lengua","1ESO-3"
"irene-alonso-castro2@alumno.juego-02","Ingles","1ESO-3"
"irene-alonso-castro2@alumno.juego-02","Fisica","1ESO-3"
"irene-alonso-castro2@alumno.juego-02","Historia","1ESO-3"
"irene-alonso-castro2@alumno.juego-02","Tecnologia","1ESO-3"
"rafael-castro-cruz2@alumno.juego-02","Matematicas","1ESO-4"
"rafael-castro-cruz2@alumno.juego-02","Lengua","1ESO-4"
"rafael-castro-cruz2@alumno.juego-02","Ingles","1ESO-4"
"rafael-castro-cruz2@alumno.juego-02","Fisica","1ESO-4"
"rafael-castro-cruz2@alumno.juego-02","Historia","1ESO-4"
"rafael-castro-cruz2@alumno.juego-02","Tecnologia","1ESO-4"
"leire-ortega-navarro2@alumno.juego-02","Matematicas","2ESO-1"
"leire-ortega-navarro2@alumno.juego-02","Lengua","2ESO-1"
"leire-ortega-navarro2@alumno.juego-02","Ingles","2ESO-1"
"leire-ortega-navarro2@alumno.juego-02","Fisica","2ESO-1"
"leire-ortega-navarro2@alumno.juego-02","Historia","2ESO-1"
"leire-ortega-navarro2@alumno.juego-02","Tecnologia","2ESO-1"
"ruben-perez-ortega2@alumno.juego-02","Matematicas","2ESO-2"
"ruben-perez-ortega2@alumno.juego-02","Lengua","2ESO-2"
"ruben-perez-ortega2@alumno.juego-02","Ingles","2ESO-2"
"ruben-perez-ortega2@alumno.juego-02","Fisica","2ESO-2"
"ruben-perez-ortega2@alumno.juego-02","Historia","2ESO-2"
"ruben-perez-ortega2@alumno.juego-02","Tecnologia","2ESO-2"
"marina-torres-romero2@alumno.juego-02","Matematicas","2ESO-3"
"marina-torres-romero2@alumno.juego-02","Lengua","2ESO-3"
"marina-torres-romero2@alumno.juego-02","Ingles","2ESO-3"
"marina-torres-romero2@alumno.juego-02","Fisica","2ESO-3"
"marina-torres-romero2@alumno.juego-02","Historia","2ESO-3"
"marina-torres-romero2@alumno.juego-02","Tecnologia","2ESO-3"
"gonzalo-herrera-serrano2@alumno.juego-02","Matematicas","2ESO-4"
"gonzalo-herrera-serrano2@alumno.juego-02","Lengua","2ESO-4"
"gonzalo-herrera-serrano2@alumno.juego-02","Ingles","2ESO-4"
"gonzalo-herrera-serrano2@alumno.juego-02","Fisica","2ESO-4"
"gonzalo-herrera-serrano2@alumno.juego-02","Historia","2ESO-4"
"gonzalo-herrera-serrano2@alumno.juego-02","Tecnologia","2ESO-4"
"carla-delgado-perez2@alumno.juego-02","Matematicas","3ESO-1"
"carla-delgado-perez2@alumno.juego-02","Lengua","3ESO-1"
"carla-delgado-perez2@alumno.juego-02","Ingles","3ESO-1"
"carla-delgado-perez2@alumno.juego-02","Fisica","3ESO-1"
"carla-delgado-perez2@alumno.juego-02","Historia","3ESO-1"
"carla-delgado-perez2@alumno.juego-02","Tecnologia","3ESO-1"
"raul-fernandez-blanco2@alumno.juego-02","Matematicas","3ESO-2"
"raul-fernandez-blanco2@alumno.juego-02","Lengua","3ESO-2"
"raul-fernandez-blanco2@alumno.juego-02","Ingles","3ESO-2"
"raul-fernandez-blanco2@alumno.juego-02","Fisica","3ESO-2"
"raul-fernandez-blanco2@alumno.juego-02","Historia","3ESO-2"
"raul-fernandez-blanco2@alumno.juego-02","Tecnologia","3ESO-2"
"ines-ruiz-mora2@alumno.juego-02","Matematicas","3ESO-3"
"ines-ruiz-mora2@alumno.juego-02","Lengua","3ESO-3"
"ines-ruiz-mora2@alumno.juego-02","Ingles","3ESO-3"
"ines-ruiz-mora2@alumno.juego-02","Fisica","3ESO-3"
"ines-ruiz-mora2@alumno.juego-02","Historia","3ESO-3"
"ines-ruiz-mora2@alumno.juego-02","Tecnologia","3ESO-3"
"alberto-cabrera-torres2@alumno.juego-02","Matematicas","3ESO-4"
"alberto-cabrera-torres2@alumno.juego-02","Lengua","3ESO-4"
"alberto-cabrera-torres2@alumno.juego-02","Ingles","3ESO-4"
"alberto-cabrera-torres2@alumno.juego-02","Fisica","3ESO-4"
"alberto-cabrera-torres2@alumno.juego-02","Historia","3ESO-4"
"alberto-cabrera-torres2@alumno.juego-02","Tecnologia","3ESO-4"
"sofia-martinez-fuentes2@alumno.juego-02","Matematicas","4ESO-1"
"sofia-martinez-fuentes2@alumno.juego-02","Lengua","4ESO-1"
"sofia-martinez-fuentes2@alumno.juego-02","Ingles","4ESO-1"
"sofia-martinez-fuentes2@alumno.juego-02","Fisica","4ESO-1"
"sofia-martinez-fuentes2@alumno.juego-02","Historia","4ESO-1"
"sofia-martinez-fuentes2@alumno.juego-02","Tecnologia","4ESO-1"
"daniel-alvarez-diaz2@alumno.juego-02","Matematicas","4ESO-2"
"daniel-alvarez-diaz2@alumno.juego-02","Lengua","4ESO-2"
"daniel-alvarez-diaz2@alumno.juego-02","Ingles","4ESO-2"
"daniel-alvarez-diaz2@alumno.juego-02","Fisica","4ESO-2"
"daniel-alvarez-diaz2@alumno.juego-02","Historia","4ESO-2"
"daniel-alvarez-diaz2@alumno.juego-02","Tecnologia","4ESO-2"
"paula-suarez-herrera2@alumno.juego-02","Matematicas","4ESO-3"
"paula-suarez-herrera2@alumno.juego-02","Lengua","4ESO-3"
"paula-suarez-herrera2@alumno.juego-02","Ingles","4ESO-3"
"paula-suarez-herrera2@alumno.juego-02","Fisica","4ESO-3"
"paula-suarez-herrera2@alumno.juego-02","Historia","4ESO-3"
"paula-suarez-herrera2@alumno.juego-02","Tecnologia","4ESO-3"
"adrian-vazquez-sanchez2@alumno.juego-02","Matematicas","4ESO-4"
"adrian-vazquez-sanchez2@alumno.juego-02","Lengua","4ESO-4"
"adrian-vazquez-sanchez2@alumno.juego-02","Ingles","4ESO-4"
"adrian-vazquez-sanchez2@alumno.juego-02","Fisica","4ESO-4"
"adrian-vazquez-sanchez2@alumno.juego-02","Historia","4ESO-4"
"adrian-vazquez-sanchez2@alumno.juego-02","Tecnologia","4ESO-4"
"lucia-gonzalez-molina2@alumno.juego-02","Matematicas","1BACH-1"
"lucia-gonzalez-molina2@alumno.juego-02","Lengua","1BACH-1"
"lucia-gonzalez-molina2@alumno.juego-02","Ingles","1BACH-1"
"lucia-gonzalez-molina2@alumno.juego-02","Fisica","1BACH-1"
"lucia-gonzalez-molina2@alumno.juego-02","Historia","1BACH-1"
"lucia-gonzalez-molina2@alumno.juego-02","Tecnologia","1BACH-1"
"hugo-navarro-delgado2@alumno.juego-02","Matematicas","1BACH-2"
"hugo-navarro-delgado2@alumno.juego-02","Lengua","1BACH-2"
"hugo-navarro-delgado2@alumno.juego-02","Ingles","1BACH-2"
"hugo-navarro-delgado2@alumno.juego-02","Fisica","1BACH-2"
"hugo-navarro-delgado2@alumno.juego-02","Historia","1BACH-2"
"hugo-navarro-delgado2@alumno.juego-02","Tecnologia","1BACH-2"
"mia-serrano-jimenez2@alumno.juego-02","Matematicas","1BACH-3"
"mia-serrano-jimenez2@alumno.juego-02","Lengua","1BACH-3"
"mia-serrano-jimenez2@alumno.juego-02","Ingles","1BACH-3"
"mia-serrano-jimenez2@alumno.juego-02","Fisica","1BACH-3"
"mia-serrano-jimenez2@alumno.juego-02","Historia","1BACH-3"
"mia-serrano-jimenez2@alumno.juego-02","Tecnologia","1BACH-3"
"marcos-mora-flores2@alumno.juego-02","Matematicas","2BACH-1"
"marcos-mora-flores2@alumno.juego-02","Lengua","2BACH-1"
"marcos-mora-flores2@alumno.juego-02","Ingles","2BACH-1"
"marcos-mora-flores2@alumno.juego-02","Fisica","2BACH-1"
"marcos-mora-flores2@alumno.juego-02","Historia","2BACH-1"
"marcos-mora-flores2@alumno.juego-02","Tecnologia","2BACH-1"
"valeria-diaz-fernandez2@alumno.juego-02","Matematicas","2BACH-2"
"valeria-diaz-fernandez2@alumno.juego-02","Lengua","2BACH-2"
"valeria-diaz-fernandez2@alumno.juego-02","Ingles","2BACH-2"
"valeria-diaz-fernandez2@alumno.juego-02","Fisica","2BACH-2"
"valeria-diaz-fernandez2@alumno.juego-02","Historia","2BACH-2"
"valeria-diaz-fernandez2@alumno.juego-02","Tecnologia","2BACH-2"
"oscar-molina-vargas2@alumno.juego-02","Matematicas","2BACH-3"
"oscar-molina-vargas2@alumno.juego-02","Lengua","2BACH-3"
"oscar-molina-vargas2@alumno.juego-02","Ingles","2BACH-3"
"oscar-molina-vargas2@alumno.juego-02","Fisica","2BACH-3"
"oscar-molina-vargas2@alumno.juego-02","Historia","2BACH-3"
"oscar-molina-vargas2@alumno.juego-02","Tecnologia","2BACH-3"
"sara-flores-lopez2@alumno.juego-02","Matematicas","1ESO-1"
"sara-flores-lopez2@alumno.juego-02","Lengua","1ESO-1"
"sara-flores-lopez2@alumno.juego-02","Ingles","1ESO-1"
"sara-flores-lopez2@alumno.juego-02","Fisica","1ESO-1"
"sara-flores-lopez2@alumno.juego-02","Historia","1ESO-1"
"sara-flores-lopez2@alumno.juego-02","Tecnologia","1ESO-1"
"alejandro-lopez-ruiz2@alumno.juego-02","Matematicas","1ESO-2"
"alejandro-lopez-ruiz2@alumno.juego-02","Lengua","1ESO-2"
"alejandro-lopez-ruiz2@alumno.juego-02","Ingles","1ESO-2"
"alejandro-lopez-ruiz2@alumno.juego-02","Fisica","1ESO-2"
"alejandro-lopez-ruiz2@alumno.juego-02","Historia","1ESO-2"
"alejandro-lopez-ruiz2@alumno.juego-02","Tecnologia","1ESO-2"
"emma-gutierrez-reyes2@alumno.juego-02","Matematicas","1ESO-3"
"emma-gutierrez-reyes2@alumno.juego-02","Lengua","1ESO-3"
"emma-gutierrez-reyes2@alumno.juego-02","Ingles","1ESO-3"
"emma-gutierrez-reyes2@alumno.juego-02","Fisica","1ESO-3"
"emma-gutierrez-reyes2@alumno.juego-02","Historia","1ESO-3"
"emma-gutierrez-reyes2@alumno.juego-02","Tecnologia","1ESO-3"
"martin-ramos-gutierrez2@alumno.juego-02","Matematicas","1ESO-4"
"martin-ramos-gutierrez2@alumno.juego-02","Lengua","1ESO-4"
"martin-ramos-gutierrez2@alumno.juego-02","Ingles","1ESO-4"
"martin-ramos-gutierrez2@alumno.juego-02","Fisica","1ESO-4"
"martin-ramos-gutierrez2@alumno.juego-02","Historia","1ESO-4"
"martin-ramos-gutierrez2@alumno.juego-02","Tecnologia","1ESO-4"
"claudia-munoz-cabrera2@alumno.juego-02","Matematicas","2ESO-1"
"claudia-munoz-cabrera2@alumno.juego-02","Lengua","2ESO-1"
"claudia-munoz-cabrera2@alumno.juego-02","Ingles","2ESO-1"
"claudia-munoz-cabrera2@alumno.juego-02","Fisica","2ESO-1"
"claudia-munoz-cabrera2@alumno.juego-02","Historia","2ESO-1"
"claudia-munoz-cabrera2@alumno.juego-02","Tecnologia","2ESO-1"
"sergio-rodriguez-gomez2@alumno.juego-02","Matematicas","2ESO-2"
"sergio-rodriguez-gomez2@alumno.juego-02","Lengua","2ESO-2"
"sergio-rodriguez-gomez2@alumno.juego-02","Ingles","2ESO-2"
"sergio-rodriguez-gomez2@alumno.juego-02","Fisica","2ESO-2"
"sergio-rodriguez-gomez2@alumno.juego-02","Historia","2ESO-2"
